title_raw,year,journal_raw,doi_raw,score,razones
Facile synthesis of ZIF-8 incorporated electrospun PAN/PEI nanofibrous composite membrane for efficient Cr(VI) adsorption from water,2023,Chemical Engineering Journal,10.1016/j.cej.2023.141972,58,EXCL: no menciona antibiotico ni hormona
Study on adsorption of salicylic acid and sulfosalicylic acid by MOF–sodium alginate gel beads obtained in a green way,2023,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2023.127535,51,EXCL: no menciona antibiotico ni hormona
"Chlorpyrifos and diazinon elimination through pAAm-g-XG/HKUST-1@Fe3O4 biopolymer nanoadsorbent hydrogel from wastewater: Preparation, characterization, kinetics and isotherm",2024,Separation and Purification Technology,10.1016/j.seppur.2023.126097,103,EXCL: no menciona antibiotico ni hormona
Atrazine reclamation from an aqueous environment using a ruthenium-based metal-organic framework,2023,Process Safety and Environmental Protection,10.1016/j.psep.2023.06.091,97,EXCL: no menciona antibiotico ni hormona
Ethylene removal by Ag-based ZSM-5 adsorbents for the preservation of climacteric fruits,2024,Microporous and Mesoporous Materials,10.1016/j.micromeso.2024.113055,40,EXCL: no menciona antibiotico ni hormona
Functionalization of metal organic frameworks by [BMIM][CH3COO] ionic liquid for toluene capture,2022,Environmental Research,10.1016/j.envres.2022.114341,39,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Sustainable remediation technologies for removal of pesticides as organic micro-pollutants from water environments: A review,2024,Applied Surface Science Advances,10.1016/j.apsadv.2023.100558,40,EXCL: no menciona antibiotico ni hormona
Mechanistic insight into adsorption and photocatalytic potential of magnesium ferrite-bentonite nanocomposite,2022,Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2021.113717,89,EXCL: no menciona antibiotico ni hormona
Cytotoxic aquatic pollutants and their removal by nanocomposite-based sorbents,2020,Chemosphere,10.1016/j.chemosphere.2020.127324,31,EXCL: no menciona antibiotico ni hormona
Integrating experimental and computational tools for adsorptive removal of Dicamba using UiO-66(Zr)-impregnated cholinium alanate ionic liquid,2025,Journal of Solid State Chemistry,10.1016/j.jssc.2025.125386,74,EXCL: no menciona antibiotico ni hormona
"Remediation of Safranin-O and acid fuchsin by using Ti3C2 MXene /rGo-Cu2O nanocomposite: Preparation, characterization, isotherm, kinetic and thermodynamic studies",2024,Environmental Research,10.1016/j.envres.2024.119469,60,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
A facile synthesis of 2D iron bridged trimesic acid based MOFs for superior nitrate and phosphate retention,2022,Journal of Environmental Chemical Engineering,10.1016/j.jece.2022.107233,55,EXCL: no menciona antibiotico ni hormona
Photo-Fenton self-cleaning carbon fibers membrane supported with Zr-MOF@Fe2O3 for effective phosphate removal from algae-rich water,2023,Chemosphere,10.1016/j.chemosphere.2023.138175,55,EXCL: no menciona antibiotico ni hormona
Adsorptive removal of micropollutants by natural and faujasite zeolites: Structural effect of micropollutants on adsorption,2024,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2023.115869,52,EXCL: no menciona medio acuoso
13 - Mixed metal oxide nanocomposites for environmental remediation,2022,Advances in Metal Oxides and Their Composites for Emerging Applications,10.1016/B978-0-323-85705-5.00014-2,13,EXCL: no menciona antibiotico ni hormona
Coordination polymers in adsorptive remediation of environmental contaminants,2022,Coordination Chemistry Reviews,10.1016/j.ccr.2022.214694,8,EXCL: no menciona antibiotico ni hormona
Simultaneous removal of mercury ions and cationic and anionic dyes from aqueous solution using epichlorohydrin cross-linked chitosan @ magnetic Fe3O4/activated carbon nanocomposite as an adsorbent,2022,Diamond and Related Materials,10.1016/j.diamond.2022.108923,129,EXCL: no menciona antibiotico ni hormona
Fabrication of amorphous metal-organic framework in deep eutectic solvent for boosted organophosphorus pesticide adsorption,2023,Journal of Environmental Chemical Engineering,10.1016/j.jece.2023.109963,49,EXCL: no menciona antibiotico ni hormona
Enhanced sorption of inhibitory compounds from fermentation broth using a MOF@pseudo-DES composite,2025,Journal of Molecular Liquids,10.1016/j.molliq.2025.126845,30,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Assessment of changes occurring in biochar/zeolite substrates used in the vegetation-activated sludge process in the treatment of leachate from landfills,2025,Water Resources and Industry,10.1016/j.wri.2025.100280,51,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Adsorption and effective removal of organophosphorus pesticides from aqueous solution via novel metal-organic framework: Adsorption isotherms, kinetics, and optimization via Box-Behnken design",2023,Journal of Molecular Liquids,10.1016/j.molliq.2023.122206,137,EXCL: no menciona antibiotico ni hormona
Chapter 10 - Chitosan-based nanomaterials in decontamination of heavy metals,2024,Chitosan-Based Hybrid Nanomaterials,10.1016/B978-0-443-21891-0.00010-X,63,EXCL: no menciona antibiotico ni hormona
Facile one-step synthesis of magnetic Zeolitic Imidazolate Framework for ultra fast removal of Congo red from water,2021,Microporous and Mesoporous Materials,10.1016/j.micromeso.2020.110712,43,EXCL: no menciona antibiotico ni hormona
Green synthesis of MOF-808 with modulation of particle sizes and defects for efficient phosphate sequestration,2022,Separation and Purification Technology,10.1016/j.seppur.2022.121825,77,EXCL: no menciona antibiotico ni hormona
"Synthesis of magnetic ruthenium metal-organic frameworks for efficient removal of 2,4-dichlorophenylacetic pesticide from aqueous solutions: Batch adsorption, Box-Behnken design optimization and reusability",2023,Journal of Water Process Engineering,10.1016/j.jwpe.2023.104444,95,EXCL: no menciona antibiotico ni hormona
Synergetic effect of adsorption-photocatalysis by GO−CeO2nanocomposites for photodegradation of doxorubicin,2022,Journal of Environmental Chemical Engineering,10.1016/j.jece.2021.107078,45,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Biogenic synthesis of MgO nanoparticles from different extracts (flower, bark, leaf) of Tecoma stans (L.) and their utilization in selected organic dyes treatment",2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2020.124146,28,EXCL: no menciona antibiotico ni hormona
Recent advances in MOF-derived carbon-based nanomaterials for environmental applications in adsorption and catalytic degradation,2022,Chemical Engineering Journal,10.1016/j.cej.2021.131503,55,EXCL: no menciona antibiotico ni hormona
Development of dispersive solid phase extraction based on dissolvable Fe3O4-layered double hydroxide for high-performance liquid chromatographic determination of phenoxy acid herbicides in water samples,2020,Microchemical Journal,10.1016/j.microc.2019.104443,15,EXCL: no menciona antibiotico ni hormona
"Sequestration of chromium(vi) and nickel(ii) heavy metals from unhygienic water via sustainable and innovative magnetic nanotechnology††Electronic supplementary information (ESI) available: Sustainability statement, water impact statement, calibration curves and table of bio-adsorbents utilized for sequestrating heavy metals. See DOI: https://doi.org/10.1039/d3na00923h",2023,Nanoscale Advances,10.1039/d3na00923h,61,EXCL: no menciona antibiotico ni hormona
"Bio-sorbent from castor oil polyurethane foam containing cellulose-halloysite nanocomposite for removal of manganese, nickel and cobalt ions from water",2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.131433,45,EXCL: no menciona antibiotico ni hormona
Adsorptive seawater desalination using MOF-incorporated Cu-alginate/PVA beads: Ion removal efficiency and durability,2021,Chemosphere,10.1016/j.chemosphere.2020.128797,88,EXCL: no menciona antibiotico ni hormona
Thiacalix[4]arene-functionalized magnetic xanthan gum (TC4As-XG@Fe3O4) as a hydrogel adsorbent for removal of dye and pesticide from water medium,2023,Separation and Purification Technology,10.1016/j.seppur.2022.122700,82,EXCL: no menciona antibiotico ni hormona
A review on the use of permeable reactive barriers as an effective technique for groundwater remediation,2023,Groundwater for Sustainable Development,10.1016/j.gsd.2023.100914,24,EXCL: no menciona antibiotico ni hormona
Preparation of MIL-100 via a novel water-based heatless synthesis technique for the effective remediation of phenoxyacetic acid-based pesticide,2021,Journal of Environmental Chemical Engineering,10.1016/j.jece.2020.104923,74,EXCL: no menciona antibiotico ni hormona
Biopolymer-clay nanocomposites as novel and ecofriendly adsorbents for environmental remediation,2020,Applied Clay Science,10.1016/j.clay.2020.105838,74,EXCL: no menciona antibiotico ni hormona
Ce-UiO-66-F4-based composites decorated with green carbon dots for universal adsorption of organic pollutants containing hydrogen bond donors and its application exploration,2024,Chemical Engineering Journal,10.1016/j.cej.2024.150266,65,EXCL: no menciona antibiotico ni hormona
Starch-based magnetic nanocomposite as an efficient absorbent for anticancer drug removal from aqueous solution,2021,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2021.06.103,42,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Chapter 8 - Wastewater remediation using coal fly ash nanocomposites,2021,Aquananotechnology,10.1016/B978-0-12-821141-0.00011-2,43,EXCL: no menciona antibiotico ni hormona
"Uptake of azaarenic 2-Methylpyridine by pre-cooled carboxyl functionalized graphene nanocomposite: Detection, sorption and optimization",2021,Journal of Water Process Engineering,10.1016/j.jwpe.2020.101686,57,EXCL: no menciona antibiotico ni hormona
Chapter 9 - Lignocellulosic and chitinous wastes as pollutant adsorbents and their enzymatic degradation,2023,Value-Addition in Agri-food Industry Waste Through Enzyme Technology,10.1016/B978-0-323-89928-4.00005-5,30,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Removal of hazardous dyes and waterborne pathogens using a nanoengineered bioadsorbent from hemp – Fabrication, characterization and performance investigation",2022,Surfaces and Interfaces,10.1016/j.surfin.2022.101797,68,EXCL: no menciona antibiotico ni hormona
A critical review on the prospective role of nanomaterials in the effectual removal of radionuclides from wastewater – State of the art and future challenges,2025,Environmental Technology & Innovation,10.1016/j.eti.2025.104129,50,EXCL: no menciona antibiotico ni hormona
Incorporation of MIL-101 (Fe or Al) into chitosan hydrogel adsorbent for phosphate removal: Performance and mechanism,2022,Journal of Solid State Chemistry,10.1016/j.jssc.2021.122709,129,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Adsorption of heavy metals and antibacterial activity of silicon-doped chitosan composite microspheres loaded with ZIF-8,2024,Separation and Purification Technology,10.1016/j.seppur.2023.124969,62,EXCL: no menciona antibiotico ni hormona
Synthesis of GO/Fe–Ni MOF octahedral structure as an effective magnetic adsorbent in the removal of sulfur compounds from liquid fuel,2023,Materials Science in Semiconductor Processing,10.1016/j.mssp.2022.107296,57,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
A novel design of copper selenide/zinc selenide/Nitrogen-doped carbon derived from MOF for sulfadiazine adsorption: Performance and mechanism,2024,Journal of Colloid and Interface Science,10.1016/j.jcis.2024.05.055,42,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Transformation of industrial and organic waste into titanium doped activated carbon – cellulose nanocomposite for rapid removal of organic pollutants,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.126958,44,EXCL: no menciona antibiotico ni hormona
Synthesis of core-double-shell structured Fe3O4@PDA/HKUST-1: Characterization analysis and adsorption performance on cationic MB dyes,2023,Journal of Physics and Chemistry of Solids,10.1016/j.jpcs.2022.111094,46,EXCL: no menciona antibiotico ni hormona
Synthesis of mesoporous-structured MIL-68(Al)/MCM-41-NH2 for methyl orange adsorption: Optimization and Selectivity,2022,Environmental Research,10.1016/j.envres.2022.114433,61,EXCL: no menciona antibiotico ni hormona
Nanomaterial-Incorporated Polymer Composites for Industrial Effluent: From Synthesis to Application,2021,Encyclopedia of Materials: Composites,10.1016/B978-0-12-819724-0.00082-3,28,EXCL: no menciona antibiotico ni hormona
A modulator-induced defect strategy to construct different mesopore ratios Zr-based metal-organic frameworks for ultrafast adsorption of heterocyclic aromatic amines,2024,Applied Surface Science,10.1016/j.apsusc.2024.159639,53,EXCL: no menciona antibiotico ni hormona
Trace ethylene adsorbents Ag/F-Z5(X) for improved preservation of fruits and vegetables: Enhanced adsorption and water resistance,2024,Separation and Purification Technology,10.1016/j.seppur.2024.127634,44,EXCL: no menciona antibiotico ni hormona
